Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
1186,daily-dialogue-0012-triplet-4,0,What happens after 'we'll send you our sample'?,"After probation , you'll find that our silk products feels more comfortable than others . How about this product selling from last month on ? It's selling like hot cakes , and we have lots of regulars now . Would you like to place a trial order ? Am . Well , can I have a try of the sample free of charge ? Yes , we have the free samples for customers . And you can have a try . Thank you . We'll order once we try the sample . Please wait a moment and fill out the order form . And we'll send you our sample . OK . ",What happens after 'we'll send you our sample'?,gen,After probation,selling,free samples,we try the sample,3
4196,mutual-0202-triplet-2,0,What is implied by 'been in the library all day'?,"come to the movies with us , matt . you 've been in the library all day . you need to relax . you are right , jenny . i 've been studying for so long . i need to take a break . ",What is implied by 'been in the library all day'?,gen,been in the library all day,right,studying for so long,break,2
3243,dream-0375-triplet-5,0,What desire is caused by 'needs friends'?,"You look upset these days. Anything wrong? Not really, I'm just worried about my daughter. Oh, you mean Susan. Why? She's such a nice girl. Yeah I know. But somehow she's become different recently. In what ways? What has she done? Oh, no, you don't really want to hear it. Come on. I am a mother of two girls. Ok. I'm worried because she often hides in her room and sends messages to her friends. Come on. It's not a big deal. She needs friends at this age. You can talk with her if you are really concerned. I guess so. Anyway, she is growing up. ",What desire is caused by 'needs friends'?,gen,don't really want to hear it,needs friends,Ok,sends messages to her friends,3
1786,daily-dialogue-1891-triplet-3,0,What prerequisite does 'easy questions' have?,"I can't believe it ! I lost . It looks like you have to buy tickets for us , Jason . And we're not going to see an action movie ! That's not fair , you got all the easy questions . I guess that's just the luck of the draw . I want a rematch . Let's play again . Sorry , not tonight ! Jason wants to see action movies They had a deal who lost will buy movie tickets",What prerequisite does 'easy questions' have?,gen,luck of the draw,easy questions,see an action movie,rematch,0
1795,dream-0002-triplet-3,0,What does 'They make a terrible smell' cause?,"(sniffing) Is that a French cigarette? Pardon? Is that a French cigarette you're smoking? Yes, that's right. Why? What's the matter? I don't understand why yousmoke French cigarettes. They make a terrible smell. I like them very much. I prefer them to English cigarettes. Have you got a lot of them? Yes, about 200, why? Well... er... could I buy some from you? Buy some from me? But... you don't like French cigarettes! No, I don't. But my wife does. ",What does 'They make a terrible smell' cause?,gen,prefer them to English cigarettes,I don't understand why yousmoke French cigarettes,cigarette,terrible smell,1
3920,dream-0484-triplet-6,0,What does 'upsets Frank' desire?,"Fikky, what's going on? Freggis just told me that you're going to be leaving us. Yes, I really feel bad out of it. But B. N. D. came up with really good offer. Well, I didn't know you were going to look for a new job. Well, just between you and me. I think we have some real problems in this department. Don't get me wrong. It has nothing to do with you, Frank. Everybody says you are an excellent manager. Problems, what problems? Do we have time to talk about it? upsets Frank",What does 'upsets Frank' desire?,gen,what's going on?,time to talk about it,excellent manager,look for a new job,1
2953,dream-0174-triplet-2,0,What does 'do some changes to the house' cause?,"Honey, how long have we been living here? About 10 years. What's wrong? I am thinking about redecorating our house. That would cost a lot of money. But we do need to do some changes to the house. Right. What about repainting the living room in yellow? Good idea. I like the countryside style. Great minds think the same. And we can also ask someone to draw a picture on the wall. It sounds great. And the curtain should be changed too. OK. Maybe we should make a blue program first. ",What does 'do some changes to the house' cause?,gen,living room in yellow,wrong,changes to the house,cost a lot of money,3
3326,dream-0418-triplet-1,0,What does 'get pensioned off' cause?,"Bob, do you know who I saw the other day? Old Jake, looking terribly depressed. Did he get pensioned off at last? Yes. They made him retire after 50 years at sea. He is pretty upset about it, but what can you do? He really is pasted. He is all alone, isn't he? Yes, his wife has been dead for years. They had one daughter, Dories. But she went off to town as soon as she left school. And he hasn't heard from her since. I hear she is making good money as a model. Maybe someone could get in touch with her. Get her to come back for a while to help? I don't suppose she come. She never got on with her father. He is bit of a tough character and she is rather selfish. Oh, I expect old Jake will get by. He is healthy at least, comes into a clinic for a check regularly. Are you his doctor? No, my partner doctor Johnson is. That bad-tempered old thing? Oh, he isn't really bad-tempered. He just looks it. He is an excellent doctor, taught me a lot, and he has a very nice family. His wife invites me over there to supper every week. Very pleasant. Yes. I teach their daughter Pen at school. She is a bit careless and lazy about her school work, but a bright little thing and very popular with her age group. ",What does 'get pensioned off' cause?,gen,popular with her age group,looking terribly depressed,bit of a tough character,upset about it,1
1996,dream-0060-triplet-2,0,What does 'I can speak little English' cause?,"Excuse me, sir, could you tell me how I can get to the railway station? Sorry, I don't understand. I can speak little English. Do you speak German? No, I don't. What is your first language, French or Spanish? Spanish is my mother language. I am not good at speaking English. But I think your English is very good. I don't think so. I only can speak some simple words and expressions. ",What does 'I can speak little English' cause?,gen,speak little English,how I can get to the railway station,I don't understand,English is very good,2
2552,daily-dialogue-3513-triplet-1,0,What is implied by 'have some cereal'?,"What are you going to have for breakfast ? I just have some cereal each morning . You're supposed to always have a hearty breakfast . I don't always have time to make breakfast . It's easy to make a quick breakfast . What do you have for breakfast ? When I need to make a quick breakfast , I just make some oatmeal , toast , and OJ . That's a good idea . It's not time consuming at all . It doesn't take much time to make ? Would you like me to make something ? Why don't you make me some oatmeal and toast ? unhealthy",What is implied by 'have some cereal'?,gen,hearty breakfast,not time consuming,quick breakfast,don't always have time to make breakfast,3
4107,dream-0526-triplet-8,0,What is 'Two men ran after the robber and held him'?,"Hello, Joan. Why are you late today? You are never late for work. No, I never am, but... Wow! Your coat's very dirty! Did you fall? Yes, I had a terrible experience on the underground train. Listen to this! A man came up to me and pulled out a knife. He pointed it right at me! Oh, no! Are you all right? Did he hurt you? No, he didn't hurt me, but he took my handbag. Then what happened? What did you do? I caught hold of his knife, and he pushed me to the floor. Oh, no! Why did you catch hold of his knife? That's dangerous. I don't know. I didn't think. And what did the other passengers do? Did they help you? Yes, they did. Two men ran after the robber and held him. Did the police come? Yeah. The conductor called a policeman, and he took the robber to the police station. What a story! Thank God you're all right. ",What is 'Two men ran after the robber and held him'?,gen,no,help,did you do,passengers,1
3118,dream-0349-triplet-4,0,What desire is caused by 'love snow'?,"When do you take your winter holiday? I usually take it during the second or third week of January. Do you like to ski? Yes, I love to go skiing. Where do you go? I go to a hotel in the mountains. Is it far from here? It's about a hundred miles away. Does it get cold? Oh, yes! It gets very cold. It snows a lot. Do you go alone? A couple of my friends usually go with me. Do you want to come along some weekend? No, not me. I don't like cold weather. I really like it. I love snow! ",What desire is caused by 'love snow'?,gen,"No, not me",go skiing,get cold,go to a hotel in the mountains,1
2494,mutual-1183-triplet-1,0,What does 'comeing prepared class' cause?,"hi , professor smith . hi , justine , how are you ? i am ok , but i 'm doing badly in your class . i am wondering how to do better . i think comeing prepared class may do something to improve your grades . how can i prepare for class ? have you checked out my web page ? all of my lecture notes are on my web page . you can download the notes and read them ahead of time . really ? wow , that would be very helpful . ",What does 'comeing prepared class' cause?,gen,wondering how to do better,?,improve your grades,web page,2
337,daily-dialogue-1203-triplet-3,0,What is 'ambulance' used for?,"Hello , Ellen . Hello , Helen , have you heard the news ? There ’ s been a horrible accident . Oh , no ! What happened ? Hilda Harris husband , Henry had an accident on his way home from work . How awful ! Was he hurt ? Yes . He was taken to the hospital in an ambulance . How did it happen ? His car was hit by an express train . It happened at the crossing just behind his house . How horrible ! He ’ s having an operation in the hospital now . Poor Hilda ! You can imagine how unhappy she is . I hope he ’ ll be all right . I hope so , too . the family is in pain and distress",What is 'ambulance' used for?,gen,unhappy,taken to the hospital,heard the news,hurt,1
946,dream-0605-triplet-2,0,What prerequisite does 'major' have?,"Hi, Kevin. How is it going? Ah, not so great. What's wrong? I've got a big problem with the Shakespeare course which is required for my major. Is that all filled up? No, there's plenty of room, but I have to take the starter course before I can take Professor Miller's Shakespeare course. It is only offered in the evening. You don't like evening classes? That's not the point. I work in the cafe every evening. I need the money to pay my tuition. You can ask someone that could switch hours with you. Maybe just switch a couple of evenings since the course probably only meets two times a week. I wish I could. My boss just did me a favor by putting me on evenings. And he'll hit the ceiling if I ask to change again. Wait a minute. I have an idea. Have you checked the course over at the community college? They might offer an introductory course during the day. That's a great idea. I'm free this afternoon. I'll go over and check it out. Their courses are actually cheaper. Thanks for your advice. I'll let you know what happens. Sure. Good luck! attend the course in evening",What prerequisite does 'major' have?,gen,work in the cafe,ask to change again,Shakespeare course,evening classes,2
1400,daily-dialogue-0108-triplet-2,0,What does 'TV' have?,"Are you ready ? Ready for what ? Ready for the big switch . What are you talking about ? The nation is switching to digital TV . Oh . Of course I'm ready . Did you buy the converter ? No , I don't need a converter because I bought a digital TV . How much was that ? It was only about $ 120 for a 13 - inch screen . Does it pick up any digital channels ? Oh , yes . I get six Korean channels but nothing in English ! ",What does 'TV' have?,gen,digital TV,digital channels,Korean channels,for what ?,1
2769,dream-0129-triplet-4,0,What property does 'roads' have?,"Hello, Yang Mei. I hear you're going to the United States. Yes. I'm going with my grandma. We're going to see my parents in New Jersey. When are you leaving, then? This Friday evening. Our plane leaves at seven fifteen. How long will you be there? Six months. Six months! Do you go and see my grandparents in New York? Of course, I will. I want to see as many places as I can. How can I travel? Most people travel by car. The roads are very good. But I don't have a car and I can't drive. Is there any other way to travel? You can travel by bus. It's very cheap. Can't I travel by train? Yes, you can. The train is expensive in the States, but it's fast. Thank you very much. Well, must be off now. See you when I get back. Good luck and have a good trip! ",What property does 'roads' have?,gen,good trip,How long,good,going to the United States,2
1221,daily-dialogue-0029-triplet-1,0,What does 'safe' depend on?,"And lightweight , too . It'll play for 20 hours on two AA batteries ! Cool ! The sound is great . These earphones are awesome ! And they're really safe . They'll protect your ear from sound damage . You certainly need that . You always pump the volume up way too high . I know . And you can also hear outside noises while you listen to music . You're right ! So I can listen to music while riding my motorbike ! ",What does 'safe' depend on?,gen,safe,protect your ear,sound is great,AA batteries,1
670,dream-0263-triplet-13,0,What is an antonym of 'clean up my diet'?,"Oh, dear. My weight has gone up again. I'm not surprised. You've been eating too much. I wish I could lose weight. I have been to the hospital. Were you given any advice? Yeah, the doctor asked me to clean up my diet by cutting down meat. What's more, you had better do more exercise. You're right. ",What is an antonym of 'clean up my diet'?,gen,clean up my diet,eating too much,weight has gone up again,lose weight,1
4162,dream-0700-triplet-1,0,What does 'hands are too cold' cause?,"Let's try that song again. You played it well, but try to play the second part a little faster this time. Ugh. I already played it three times! My hands are too cold to play well. OK, let's try another song. Play the short, slow piece that you like so much, the one that sounds like guitar music. That should warm up your hands! Oh, that one is easy! I played it four times this morning. It's my favorite. Good! You will be a great piano player one day if you keep playing the songs that you enjoy! ",What does 'hands are too cold' cause?,gen,my favorite,hands are too cold to play well,"played it well, but try to play the second part a little faster",play well,3
2279,mutual-1016-triplet-5,0,What does 'she never pays her rent on time' cause?,"hey , nancy . why do you look so worried ? hi , mike . christine and i had a big argument and she decided to move out . i 'm sorry to hear that . what did you argue about ? i told her that she needs to help clean up around the apartment . she got upset and said she is moving out , but it 's the truth . she never helps around house . i had to say something since we 're roommates and i 'm tired of cleaning her mess . i totally understand . i like things neat and organized , too . but the bigger problem is that she never pays her rent on time . she is late every month . i ca n't put up with her any longer . ",What does 'she never pays her rent on time' cause?,gen,look so worried,she never pays her rent on time,neat and organized,i ca n't put up with her any longer,3
1560,daily-dialogue-0163-triplet-4,0,Where is 'backpack' located?,"Brad , wait ! What ? How come you have a locker but I don't ? Mr . Rogers probably forgot to assign a locker to you . I had to carry my backpack with me all day . Remind him to give you a locker tomorrow . Does it have a lock ? No . You have to buy your own . You'll have to go to a hardware store to pick one up . ",Where is 'backpack' located?,gen,Mr .,locker,No .,hardware store,1
4186,dream-0704-triplet-3,0,What does 'it's interesting to see what the weather is like at different times and on different days' cause?,"Look! It's snowing. Winter is here at last. It's really cold today. Yes, you have to get used to it. The weather's going to be like this for the next three months. Then I'm going to Florida. Can you tell me about your weather diary? Why do you make notes about the different types of weather? Because it's interesting to see what the weather is like at different times and on different days. For example, we had very interesting weather on the 28th of April. Really? Yes. On the 28th of April, it was sunny while I was eating my breakfast. I'm sure everybody thought it would be a sunny day. What happened? At lunch, the sky became cloudy. In the afternoon, at four, the sky was black and it rained heavily. That was really an unusual day. I think you should be a weather reporter. You know a lot about the weather. Thanks. I want to be a weather reporter when I finish school. It's an exciting job. ",What does 'it's interesting to see what the weather is like at different times and on different days' cause?,gen,interesting to see what the weather is like,make notes about the different types of weather,it rained heavily,a sunny day,1
3318,dream-0412-triplet-6,0,What desire is caused by 'train is super relaxing'?,"Are you packing for another trip? Yeah. On Saturday, I'm flying to Toronto. Is this another engineering conference for work? No. I'm meeting with friends. But I earned so many miles by traveling for work that the ticket was free. That's impressive. You fly a lot. I've only been on a plane a few times. Really? Don't you travel with your dad? No. He travels a lot because he is a banker,and he has an office in Japan. When he's working in New York, we take the train to visit him. Oh, I thought you drove. No, my mom dislikes driving in the city. Besides, the train is super relaxing. What does your mom do for work? She's a nurse. But she gets the weekends off. I see. Does she like New York? Actually,neither of us likes it that much. But we love spending time with my dad there. ",What desire is caused by 'train is super relaxing'?,gen,driving in the city,meeting with friends,neither of us likes it that much,take the train to visit him,3
2969,dream-0178-triplet-4,0,What desire is caused by 'read flora a book'?,"How come David is always so full of energy? He has a strange but highly effective way of sleeping. What is that? He takes a short sleep for an hour every six hours and has a total of four hours of sleep each day. Where did he get that strange idea? He read flora a book which said it was the best way for human beings, and he believed it. How many hours do you sleep a day? I need at least seven hours. I once tried to follow David's example, but it never worked out for me. If I sleep during the day, I can never wake up. Not everyone is a David I guess. ",What desire is caused by 'read flora a book'?,gen,so full of energy,sleep a day,takes a short sleep for an hour every six hours,I need at least seven hours,2
123,daily-dialogue-1066-triplet-1,0,Which goal motivates the act/action 'Today's movies'?,"Great ! I landed on Classic Movies . I didn't know you liked old movies . I love them , especially the all-time greats like Gone With the Wind . You're so right ! Today's movies are just too commercial ! Sometimes I think Oscars are only awarded to movies that make a lot of money . ",Which goal motivates the act/action 'Today's movies'?,gen,Great,Today's movies are just too commercial,make a lot of money,old movies,2
4181,dream-0703-triplet-4,0,What does 'bomb' cause?,"Look at this picture. It might have been taken many years ago. You're right. It was taken 71 years ago, during the Second World War. I was just 6 years old then. Is this little girl you? Yes. And the little boy is my younger brother. The couple standing behind us is our parents. It is the only picture of my family. Hadn't you taken any pictures together before you took this one? Of course we did. But all the pictures were destroyed when a bomb destroyed our house. This picture survived because I always took it with me. Didn't you taken any picture after the bomb? Well, it was a sad story. My father was killed in that bombing. I'm sorry to hear that. War left many people sad memories. Yes. And I'm so glad we can lead such a peaceful life nowadays. ",What does 'bomb' cause?,gen,pictures were destroyed,destroyed our house,sad,My father was killed,1
2024,dream-0064-triplet-7,0,Which goal motivates the act/action 'I come in'?,"Excuse me,can I see the personnel manager? My name is Lucy Jordan. Oh, yes. Have a scat, please. Thank you. I come in answer to your ad for the saleswoman. Okay, what qualifications do you have for the toy store work? I once worked in a local toy store and my major is business administration. Are you familiar with the toys for children? Well, my nephew is 8 years old now and he always likes the toys I've bought for him. How soon would you be able to start work? As soon as possible. looking for a job",Which goal motivates the act/action 'I come in'?,gen,toys for children,saleswoman,Have a scat,looking for a job,3
741,dream-0530-triplet-6,0,What does 'try to copy notes from the board' cause?,"Hello, Michelle. How are you feeling today? Hi, Dr. Frank. I am not feeling very well. That is why I made an appointment with you. I am sorry to hear that. What seems to be the trouble? My head has been hurting a lot lately. I never used to feel like this. When does it hurt the most? Usually, I feel fine. It only hurts when I am in class. My head starts hurting when I try to copy notes from the board. I tried sitting near the back of the room, but it doesn't help. In fact, it gets worse! Well, it sounds like you might need glasses. You should get your eyes checked. It should not take too long. Thank you, doctor. I appreciate your help. head starts hurting more eye disorder fix eye disorder",What does 'try to copy notes from the board' cause?,gen,head starts hurting,made an appointment with you,How are you feeling,need glasses,0
3157,dream-0355-triplet-2,0,What does 'went to Joyce's' cause?,"Where's Cecilia, Mark? I'm not sure. She finishes school at 3. Maybe she went to Joyce's. She knows she has to come home before 5. It's 5:30 now. Maybe she forgot her watch. Well, someone has to wash the dishes. The kitchen's a mess. I can go to Joyce's. I know her address. That's OK. We don't need her. You can wash the dishes. being late",What does 'went to Joyce's' cause?,gen,has to wash the dishes,being late,don't need her,come home,1
2561,daily-dialogue-3515-triplet-3,0,What is implied by 'fight this ticket'?,"What are you here for today ? I need to fight this ticket that I got . Is the arresting officer here ? Yes , he is , Your Honor . Plead your case . I was told by the officer that I ran a red light . That information isn't true . Why would the officer lie ? I'm not sure , but the signal had a camera on it . Did the camera take a picture of your license plate ? No , my picture wasn't taken . There was no picture taken , so I'll let you go . Thank you very much , Your Honor . ",What is implied by 'fight this ticket'?,gen,fight this ticket,information isn't true,There was no picture taken,the signal had a camera,1
1127,daily-dialogue-0001-triplet-3,0,What is 'lipstick' used for?,"( Before Christmas Party ) Are you ready for the Christmas party tonight Almost . I have to get dressed . It's a formal party and I have special party make up ! Use this lipstick and it will make your lips shine ! Great ! Uh , remember that there's a gift exchange , too . We all have to bring a gift . I've already got mine . ( At the Party ) It's Christmas Eve ! Time to open presents ! Here ! Open mine first . Wow ! It's just what I wanted ! Hey ! Why don't I have any presents ! ",What is 'lipstick' used for?,gen,open presents,It's Christmas Eve,make your lips shine,gift exchange,2
194,daily-dialogue-1136-triplet-3,0,What does 'feel well enough' cause?,"Have you gone to school today ? I went to school today . Did you go to school ? I couldn't go to school today , I was sick . That's horrible . I'd be happy to give you the assignments from English class . Thank you very much , that's kind of you . Don't mention it . When you miss a day of school , I'll be happy to give you the English assignments . That is greatly appreciated and I hope you feel well enough to go to school tomorrow . ",What does 'feel well enough' cause?,gen,go to school,give you the assignments from English class,Thank you very much,went to school,0
3447,dream-0808-triplet-3,0,What does 'the campaign was late' cause?,"Can we make you an offer? We would like to run the campaign for four extra weeks. Well, can we summarize the problem from my point of view? First of all, the campaign was late. It missed two important trade affairs. The ads also did not appear into key magazines. As a result, the campaign failed. Do you accept that summary of what happened? Well, the delay wasn't entirely our fault. You did in fact make late changes to the specifications of the advertisements. Uh, actually, you were late with the initial proposals so you have very little time and in fact, we only asked for small changes. Well whatever, can we repeat our offer to run the campaign for 4 extra weeks? That's not really the point. The campaign missed two key trade affairs. Because of this, we are asking you either to repeat the campaign next year for free, or we only pay 50% of the fee for this year. Could we suggest a 20% reduction to the fee together with the four week sustention to the campaign. We are not happy. We lost business. I think we both made mistakes. The responsibility is on both sides. Ok, let's suggest a new solution. How about a 40% cut in fee, or a free repeat campaign? Well, let's take a break, we're not getting very far. Perhaps we should think about this. ",What does 'the campaign was late' cause?,gen,to repeat the campaign next year for free,lost business,campaign failed,did not appear into key magazines,3
4242,mutual-0242-triplet-2,0,What is implied by 'talk with you or mom when i feel sad'?,"dad , look at this friendship quiz . why do n't you try it ? the first question , how often do you get in touch with your friends ? hmm ... my friends are n't in the same secondary school as me , and i dislike ringing people up . i do n't call my friends , even once a week . that means seldom . secondly , how many friends can you talk with when you are upset ? oh , i ca n't think of any . i usually talk with you or mom when i feel sad . poor susan , you ca n't rely on us all the time . the last question , your friend wants to talk with you . where would you have the talk ? well , we ca n't talk in the classroom . maybe i would talk to her in a shopping center . we can talk and shop at the same time . ",What is implied by 'talk with you or mom when i feel sad'?,gen,rely on us,ca n't talk in the classroom,get in touch with your friends,do n't call my friends,0
751,dream-0561-triplet-5,0,What prerequisite does 'find a job' have?,"Hello. Matt White speaking. Hello, Dr. White, my name's Pan Johnson. My roommate, Janet Holmes, wanted me to call you. Janet Holmes? Oh, that's right. She's in my Shakespearean English class. Has anything happened to her? Nothing, it's just that she submitted a job application yesterday and the company asked her in for an interview today. She's afraid she won't be able to attend your class this afternoon. I'm calling to see whether it would be OK if I gave you her essay. Certainly, that would be fine. Uh, you can either drop it off at my class or bring it to my office. Would it be all right to come by your office around 4:00? I'm afraid I can't come any earlier because I have three classes this afternoon. Uh, I won't be here when you come. I'm supposed to be at a meeting from 3:00 to 6:00, but how about leaving it with my secretary? She usually stays until 5:00. Fine, please tell her I'll be there at 4:00. And Dr. White, one more thing, could you tell me where your office is? Janet told me where your class is, but she didn't give me directions to your office. Well, I'm in Room 302 of the Gregory Building. I'll tell my secretary to put the paper in my mail box, and I'll get it when I return. I sure appreciate it. Goodbye, Dr. White. Goodbye, Ms. Johnson. find a job",What prerequisite does 'find a job' have?,gen,attend your class,submitted a job application,tell me where your office,tell her I'll be there at 4:00,1
3264,dream-0379-triplet-8,0,What prerequisite does 'get a reception at the White House' have?,"Your father and Sally have gone to get the car. Let's wait for them here on the bench. It's nice to sit down. We've been walking for hours. Did you like the White House? Oh, yes. I thought it was beautiful. I wanted to stay longer. I did, too. But we've got a lot of things to see. The line wasn't long this morning, was it? No, it wasn't. We were lucky. I wonder if the president and his family use the rooms we saw. They look more like a museum than somebody's house. Yes. They are the public rooms. The President's family lives upstairs. What do they use the public rooms for? For important affairs. The President usually entertains members of the government and visitors from other countries. I hope I could get a reception at the White House some time. Well, if you do something important when you grow up, maybe you will. Who knows? ",What prerequisite does 'get a reception at the White House' have?,gen,stay longer,walking,like the White House,do something important,3
81,daily-dialogue-1050-triplet-5,0,What prerequisite does 'job interview' have?,Good morning . Please come into my office . Good morning . Thank you . I see that you have some impressive writing experience . Yes . I have written for several top newspapers in the country . I'm also in the process of writing my first novel . Wonderful . I'd like to know why you're interested in this position at our paper . job interview getting a job at newspaper agency,What prerequisite does 'job interview' have?,gen,come into my office,writing experience,interview,written,1
2265,mutual-1008-triplet-1,0,Where is 'carpet' located?,"hey , let me show you the place . eh , here 's the living room . oh , it looks like you could use a new carpet . well , i 've had a few problems with some former roommates . i know it needs to be cleaned . but i just do n't have the money to do it right now . ",Where is 'carpet' located?,gen,former roommates,carpet,place,living room,3
4008,dream-0496-triplet-12,0,What property does 'Mrs. Wong' have?,"Good morning, Mrs. Wong. How are you? I haven't seen you around the building for the last couple of weeks. Is everything alright? Morning, Mr. Jones. No, I haven't been out much recently. I've been feeling a bit under the weather. I'm sorry to hear that. I hope you don't mind me saying, but you don't look very well. Your face is very pale. Perhaps you need some fresh air to bring the color back to your cheeks. It's a lovely day outside today. That's just what I thought. I'm going to go for a walk in the park and then pop into the supermarket. You look as if you've lost weight as well. I haven't been eating like I usually do. Usually, I love my food, but these last two weeks I just haven't felt cooking and I've eaten very little. Most unlike me. Have you been to the doctor? What did she say? I didn't bother going to the doctor. It's nothing serious. You never know. If you've been feeling like this for two weeks, it's worth getting a check-up just to be sure. ",What property does 'Mrs. Wong' have?,gen,been to the doctor,alright,under the weather,lost weight,3
1003,dream-0607-triplet-6,0,What desire is caused by 'enough time to work them out'?,"Hi, Lily. Where were you at lunchtime? I was looking for you in the dining hall. Oh, sorry, I missed you. My English class ran late again. That's been happening quite often recently. Maybe it's because the final exams are coming up. Yes. After class, there is always a group of students hanging around the professor asking questions. How about you? Are yon ready for the exams? I've been studying a lot recently, but my math problems are really giving me a big headache. Don't worry, Tom. There's still one month to go before the exam. You have enough time to work them out. Well, I don't need to spend much time on other subjects. I can pay more attention to my weak subjects. do well in final exam",What desire is caused by 'enough time to work them out'?,gen,studying,one month to go before the exam,Don't worry,don't need to spend much time on other subjects,2
3755,dream-0873-triplet-1,0,What property does 'Norway' have?,"Which countries have you been to? I've been to most of the countries in Europe, several countries in Asia - China, Japan, Korea, and Thailand - and to the United States and Canada. I thought you had been to Australia too. No, but I'm planning on visiting Australia and New Zealand soon. Which is the most beautiful country you've been to? I think I'd say Norway. Isn't it really cold there? Well, the north of Norway is almost always cold, but farther south, it can be fairly warm in summer. It's a wet country, so there's snow almost everywhere in winter. ",What property does 'Norway' have?,gen,cold,warm in summer,visiting Australia and New Zealand,Which countries,0
4072,dream-0515-triplet-2,0,What does 'something important came up and I have to rush off' cause?,"Hello! 6896443. Hello! Is that Lucy? Speaking! Hi! This is Tom! Can I speak to Lily? Sorry. She isn't in at the moment. Can I take a message? Could you please tell her not to wait for me this evening? We planned to go to a party together, but something important came up and I have to rush off. I'll be back in Cairo at the beginning of next week. Right. I'll tell her. Are you leaving now? Yes, I leave at half past two. Please give my love to her. Thank you! You're welcome. Could you ask her to phone me when she gets in? Sure. You'd better give me your number. Yes, it's 13962-72854. OK. I've recorded it. Thanks very much indeed. Bye! Bye! ",What does 'something important came up and I have to rush off' cause?,gen,Thank you,tell her not to wait for me this evening,isn't in,have to rush off,1
2935,dream-0170-triplet-1,0,Which goal motivates the act/action 'handing these out'?,"Hi, would you like some free candies? Sure. What are you handing these out for? Well, we're trying to gather some volunteers for the day care center. Uh... It's OK. You don't have to volunteer if you eat the candies. I'm just playing around. Actually, I have some free time in the mornings after I go jogging. What exactly do you need? It's wide open right now, everything from playground assistants to diaper changers. Oh, I might pass on the latter. But spending some time on the playground with some small kids might be fun. Well, you're quite warm-hearted. I haven't even mentioned the benefits but you're volunteering. Oh, well, what are the benefits? Well, since you said you'd be likely to take a morning shift, there would be a free breakfast personally prepared by the cook. Great! ",Which goal motivates the act/action 'handing these out'?,gen,warm-hearted,have some free time,gather some volunteers,free candies,2
2045,mutual-0001-triplet-1,0,What does 'most famous brand' cause?,"$ 1000 . my god ! that 's a fortune ! but you must realize that this is the most famous brand . but it 's too dear for me . that 's the best piano hit our store . i just want to get one for my daughter to learn how to play the piano . then how about this one made in new york ? it 's priced at only $ 620 . i hope its quality is guaranteed . oh , yes , madam . as ours is a well known store , our goods are always dependable . can you make it any cheaper ? it 's the first time that i 've visited your store . for the first time , i 'll make it an even figure $ 600 . buy one piano",What does 'most famous brand' cause?,gen,hit our store,fortune,cheaper,learn how to play the piano,1
2205,mutual-0076-triplet-4,0,What does 'hit an ice patch' cause?,"are you ok ? i think so . i 'm just a little frightened . i should think so that looks like a pretty bad accident . it was , my guess i 'm lucky . you bet you are . what happened ? well , i was just driving around the corner back there . and i lost control of the car . i must have hit an ice patch . ",What does 'hit an ice patch' cause?,gen,pretty bad accident,lost control of the car,a little frightened,i 'm lucky,1
501,dream-0224-triplet-8,0,What is a synonym of 'hitting the books all these days'?,"It seems you've burned yourself out. Pardon. I'm afraid I didn't quite catch you. You look tired. You must have overworked yourself. Yes, a little bit. I've been hitting the books all these days. Why have you been studying so hard? I need to review my English. So that's what keeps you so busy recently! Yes, I've been tied up with my studies. Now, what worries me a lot is my English. But why? Your English is very good. Thank you. You are very kind. No, I'm telling the truth. As an American, I understand you quite well. It's very kind of you to say so. ",What is a synonym of 'hitting the books all these days'?,gen,busy,didn't quite catch you,studying so hard,tied up with my studies,3
573,dream-0244-triplet-4,0,What desire is caused by 'her brother already has a silk tie'?,"May I help you, sir? Yes, please. I want to buy a personal gift for my brother. He's taking a trip to South America. Is he going by ship or plane? He,s flying. My gift will have to be something light in weight. What can you suggest? What about this tie? It's made of pure silk. My sister already gave him one. I'd like something unusual. Let me look around...oh, that clock looks nice, but... Hey,here is a gift for the man who has everything. Oh,a folding toothbrush! That's a wonderful idea! I'll take it. her brother already has a silk tie",What desire is caused by 'her brother already has a silk tie'?,gen,a gift,taking a trip,buy a personal gift,like something unusual,3
220,daily-dialogue-1158-triplet-1,0,What prerequisite does 'go abroad' have?,Have you packed our passports ? Not yet . Do we need to take it with us ? Of course . Otherwise I cannot go abroad . Is that hard to get a passport ? Not at all . But we do need to keep it with us all the time . It is hard to believe this little thing is so valuable to us . ,What prerequisite does 'go abroad' have?,gen,passport,passports,take it with us,keep it with us,1
1378,daily-dialogue-0092-triplet-2,0,What property does 'next President' have?,"Are you going to vote this Tuesday ? Yes , I am , and I am so excited . Have you figured out who you ’ re going to vote for ? I love my candidate . Why is that ? My candidate is probably the most intelligent . Is that right ? I also agree with all his policies . That ’ s great ! I know he ’ s going to be the next President . Hopefully , he will be . I can ’ t wait to vote . ",What property does 'next President' have?,gen,most intelligent,who you ’ re going to vote for,great,can ’ t wait to vote,0
