Unnamed: 0,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
11,daily-dialogue-1005-triplet-2,0,What prerequisite does 'get the refund' have?,fake_sent1,What prerequisite does 'get the refund' have?,gen,money,library card deposit money,15 dollars,card is well kept,3
1464,daily-dialogue-0131-triplet-6,0,What does 'visiting someone' cause?,fake_sent1,What does 'visiting someone' cause?,gen,He is at the hospital,didn't even see me,date him,skinny and pale he looks,0
2993,dream-0306-triplet-2,0,What prerequisite does 'put on a performance' have?,fake_sent1,What prerequisite does 'put on a performance' have?,gen,preparing,under repair,Theatre,No.,0
2847,dream-0149-triplet-8,0,What is 'write your own project' a manner of?,fake_sent1,What is 'write your own project' a manner of?,gen,What's yours on,finished your project,write your own project,population,1
60,daily-dialogue-1022-triplet-4,0,What prerequisite does 'new identification card' have?,fake_sent1,What prerequisite does 'new identification card' have?,gen,new identification card,household register,ID card is lost,ID card,1
1980,dream-0050-triplet-6,0,What does 'Red light' cause?,fake_sent1,What does 'Red light' cause?,gen,police catch you,late,count on me,no one around,0
2573,daily-dialogue-3519-triplet-3,0,What is 'bread'?,fake_sent1,What is 'bread'?,gen,prepare,late,ham salad sandwich,breakfast,3
4007,dream-0496-triplet-11,0,What desire is caused by 'bring the color back to your cheeks'?,fake_sent1,What desire is caused by 'bring the color back to your cheeks'?,gen,getting a check-up,haven't felt cooking,going to go for a walk in the park,feeling a bit under the weather,2
1012,mutual-0255-triplet-2,0,What does 'like learning about people and the places where they live' cause?,fake_sent1,What does 'like learning about people and the places where they live' cause?,gen,like geography,learning about people and the places where they live,you do n't like jack,makes the subject very exciting,0
975,dream-0606-triplet-7,0,What is 'swimming' a manner of?,fake_sent1,What is 'swimming' a manner of?,gen,exercise,stay in shape,watch sports on TV,honest,0
3831,dream-0451-triplet-8,0,What does 'doubt' cause?,fake_sent1,What does 'doubt' cause?,gen,Are you sure,know how to farm,sure,my grandparents would be very happy to see you,0
1870,dream-0030-triplet-2,0,What is implied by 'I am afraid not'?,fake_sent1,What is implied by 'I am afraid not'?,gen,don't work on the weekends,not free,not on duty,all right,1
3105,dream-0345-triplet-3,0,What does 'the bike was run over by the car' cause?,fake_sent1,What does 'the bike was run over by the car' cause?,gen,I can't ride my bike,Thank you,use mine,wheels were damaged,3
3852,dream-0456-triplet-1,0,What desire is caused by 'tired of studying all the time'?,fake_sent1,What desire is caused by 'tired of studying all the time'?,gen,putting up the buildings,help you with your study,learn just as many words,to throw all of them right out of the window,3
4041,dream-0498-triplet-12,0,When does 'first group will leave' happen?,fake_sent1,When does 'first group will leave' happen?,gen,starting line of the university,seven o'clock,in four hours,seven to nine hours,1
3373,dream-0440-triplet-1,0,What is 'going to work in another department' the social norm for?,fake_sent1,What is 'going to work in another department' the social norm for?,gen,what shall we do,have a really good party,ask Carrie to make a cake,surprise party,1
2820,dream-0144-triplet-2,0,What desire is caused by 'sick'?,fake_sent1,What desire is caused by 'sick'?,gen,stop at the chemist's,like a ride,didn't come,car,2
3552,dream-0829-triplet-1,0,What property does 'barnacles' have?,fake_sent1,What property does 'barnacles' have?,gen,glue themselves to rocks,glue themselves to rocks in the ocean,barnacles glue,able to work on wet surfaces,1
1209,daily-dialogue-0018-triplet-8,0,What is 'practising the Chinese Wushu'?,fake_sent1,What is 'practising the Chinese Wushu'?,gen,outdoor exercise,see many people,fine day,quiet,0
791,dream-0573-triplet-5,0,What is a synonym of 'reading it'?,fake_sent1,What is a synonym of 'reading it'?,gen,haven't turned the page in the last ten minutes,get through it,read,quitting,1
3291,dream-0392-triplet-1,0,What does 'There aren't many jobs out there for inexperienced workers' cause?,fake_sent1,What does 'There aren't many jobs out there for inexperienced workers' cause?,gen,not sure if I can find work this summer,It sounds too good to be true,house-sitting,What exactly is,0
1704,daily-dialogue-0437-triplet-1,0,What does 'messing around last week in class' cause?,fake_sent1,What does 'messing around last week in class' cause?,gen,won't have to call about him again,have a talk with you about your son,Thank you,he kept speaking out in class,1
3330,dream-0418-triplet-5,0,What is implied by 'She never got on with her father'?,fake_sent1,What is implied by 'She never got on with her father'?,gen,teach their daughter Pen at school,looking terribly depressed,don't suppose she come,bit of a tough character,2
247,daily-dialogue-1165-triplet-1,0,What subevent does 'cleaning up your room' have?,fake_sent1,What subevent does 'cleaning up your room' have?,gen,remember,vacuum the floor,cleaning up your room,cleaning my room,1
99,daily-dialogue-1063-triplet-4,0,What does 'missed several buses' cause?,fake_sent1,What does 'missed several buses' cause?,gen,miss several buses,I found it again,over 1 hour late,missed several buses,2
3861,dream-0457-triplet-5,0,What property does 'the villages I stayed in' have?,fake_sent1,What property does 'the villages I stayed in' have?,gen,put aside my work as a political journalist because my ideas have changed,"poverty, dirt, and ignorance",important,more important,1
1959,dream-0047-triplet-3,0,What prerequisite does 'learn dancing' have?,fake_sent1,What prerequisite does 'learn dancing' have?,gen,no,big performance,completely recovered from that accident,take your camera with you tomorrow,2
600,dream-0253-triplet-3,0,What desire is caused by 'they don't speak English'?,fake_sent1,What desire is caused by 'they don't speak English'?,gen,take time off,culture,they'll understand,expect me to be there,3
3063,dream-0328-triplet-5,0,What does 'we are never allowed to do anything without watching' cause?,fake_sent1,What does 'we are never allowed to do anything without watching' cause?,gen,many of us are afraid of him,watch carefully,"told us to call Jim, not to call him Mr. Black",is,0
1534,daily-dialogue-0151-triplet-5,0,Which goal motivates the act/action 'turned it off'?,fake_sent1,Which goal motivates the act/action 'turned it off'?,gen,iron is still on,turn it off,turned it off,Can you smell,0
2867,dream-0151-triplet-11,0,What is 'fly to Hawaii' a manner of?,fake_sent1,What is 'fly to Hawaii' a manner of?,gen,postcards,writing to my parents telling them I'll stay here this summer,leave for home,nice vacation,2
2543,daily-dialogue-3510-triplet-3,0,Which goal motivates the act/action 'run to the grocery store'?,fake_sent1,Which goal motivates the act/action 'run to the grocery store'?,gen,prices are good,out of food and milk,shop,expensive,1
2415,mutual-1128-triplet-2,0,What is implied by 'they do n't attack you if you stop feeding them'?,fake_sent1,What is implied by 'they do n't attack you if you stop feeding them'?,gen,ducks eat less,"hi , jane",ducks are just nicer,there are a lot of birds,2
4045,dream-0499-triplet-3,0,When does 'hire some bikes' happen?,fake_sent1,When does 'hire some bikes' happen?,gen,tomorrow morning for 2 days,these days,bikes,go to the beach,1
1364,daily-dialogue-0087-triplet-1,0,Which goal motivates the act/action 'going to the movie theater'?,fake_sent1,Which goal motivates the act/action 'going to the movie theater'?,gen,Titanic is playing,movie theater entrance,going to the movie theater,anything good playing,3
3388,dream-0442-triplet-5,0,What is implied by 'lightning is very high in the sky'?,fake_sent1,What is implied by 'lightning is very high in the sky'?,gen,lightning,you might not see that,lightning always occur together,might not see that,3
256,daily-dialogue-1166-triplet-5,0,What property does 'test' have?,fake_sent1,What property does 'test' have?,gen,pretty hard,skips a lot of things in the book,permit,taken the written test,1
301,daily-dialogue-1189-triplet-1,0,What property does 'complimentary fruit tray' have?,fake_sent1,What property does 'complimentary fruit tray' have?,gen,It's a fruit sculpture,ring the service button,made it myself,complimentary fruit tray,0
3844,dream-0452-triplet-12,0,What does 'Sounds good' depend on?,fake_sent1,What does 'Sounds good' depend on?,gen,I don't think I will have trouble with money,somewhere to stay,expensive,not a big problem,0
3692,dream-0859-triplet-3,0,What is a synonym of 'rugby'?,fake_sent1,What is a synonym of 'rugby'?,gen,Football,very interesting and exciting,prefer soccer,watch a soccer match,0
2965,dream-0175-triplet-8,0,Which goal motivates the act/action 'borrow some money'?,fake_sent1,Which goal motivates the act/action 'borrow some money'?,gen,making a change,working for the Merry Lynch Bank,beginning my own business,had enough money,3
2156,mutual-0039-triplet-4,0,What prerequisite does 'going out to buy a dress' have?,fake_sent1,What prerequisite does 'going out to buy a dress' have?,gen,put it there when you went to turn on the tv,look,plan,phone,3
2728,dream-0119-triplet-1,0,What happens after 'supper'?,fake_sent1,What happens after 'supper'?,gen,The match will begin in an hour,All right.,get to the street corner,meet,3
3257,dream-0379-triplet-1,0,What desire is caused by 'father and Sally have gone to get the car'?,fake_sent1,What desire is caused by 'father and Sally have gone to get the car'?,gen,look more like a museum,get a reception at the White House,important affairs,wait for them,3
3052,dream-0322-triplet-4,0,What does 'forgot the food cooking on the fire' cause?,fake_sent1,What does 'forgot the food cooking on the fire' cause?,gen,food cooking on the fire,What?,putting it out,a strange smell,3
4176,dream-0702-triplet-5,0,Where is 'light meal' located?,fake_sent1,Where is 'light meal' located?,gen,McDonald's,going somewhere for a light meal,Where shall we go,Lin Yang,0
2684,dream-0113-triplet-4,0,What happens after 'call me'?,fake_sent1,What happens after 'call me'?,gen,get there around 8:30,check your phone number,pick you up,get to your house,2
2029,dream-0066-triplet-4,0,What does 'many people have been looking forward to it for a long time' cause?,fake_sent1,What does 'many people have been looking forward to it for a long time' cause?,gen,buy today's film tickets,not enough people selling tickets,delay,Have you been here long,2
515,dream-0227-triplet-7,0,What desire is caused by 'have a picnic'?,fake_sent1,What desire is caused by 'have a picnic'?,gen,glad,don't think he's right,have one this weekend,have fine weather,3
3252,dream-0376-triplet-7,0,What is implied by 'give you a raise'?,fake_sent1,What is implied by 'give you a raise'?,gen,wanted to see me,like to do my best,I'm very pleased with your work,I enjoy my work very much,2
1158,daily-dialogue-0008-triplet-1,0,What is 'Mocha'?,fake_sent1,What is 'Mocha'?,gen,"Mocha , Mandheling , and Santos",grinding the coffee beans,types of beans,Coffee Connoisseur,2
1962,dream-0047-triplet-6,0,What does 'a very big performance' cause?,fake_sent1,What does 'a very big performance' cause?,gen,crazy about dancing,not free,doesn't think so,a very big performance in just a week,1
3497,dream-0816-triplet-1,0,What desire is caused by 'arrive one hour earlier'?,fake_sent1,What desire is caused by 'arrive one hour earlier'?,gen,second class ticket,pay for the express,Here you are,take a train to New York,1
3247,dream-0376-triplet-2,0,What does 'I like to do my best' cause?,fake_sent1,What does 'I like to do my best' cause?,gen,pleased with your work,like to do my best,a very good employee,I,2
2441,mutual-1140-triplet-7,0,What happens after 'did history of art'?,fake_sent1,What happens after 'did history of art'?,gen,course tutor told me about the fine art,hi,change to history of art,changing your course,3
699,dream-0272-triplet-7,0,Where is 'register it' located?,fake_sent1,Where is 'register it' located?,gen,Post Office,Oh.,mailbox,inside a building complex,0
4054,dream-0501-triplet-1,0,Where is 'boating' located?,fake_sent1,Where is 'boating' located?,gen,hotels,staying in a country inn,Lake District,know,2
83,daily-dialogue-1050-triplet-7,0,Which goal motivates the act/action 'interested in this position'?,fake_sent1,Which goal motivates the act/action 'interested in this position'?,gen,writing experience,Thank you,getting a job at newspaper agency,come into my office,2
396,daily-dialogue-1228-triplet-6,0,What desire is caused by 'acting up in class'?,fake_sent1,What desire is caused by 'acting up in class'?,gen,help,what were you calling,please talk to him,returning your phone call,2
1551,daily-dialogue-0161-triplet-1,0,What does 'No English' cause?,fake_sent1,What does 'No English' cause?,gen,have to speak French all day,wrong with you,speaking English,No English allowed,0
2416,mutual-1128-triplet-3,0,What does 'ducks are just nicer' cause?,fake_sent1,What does 'ducks are just nicer' cause?,gen,ducks eat less,active than those at the zoo,birds,should have stayed around the ducks,3
2668,dream-0110-triplet-3,0,What is 'The Fools Garden'?,fake_sent1,What is 'The Fools Garden'?,gen,a pop group,free,performance start,newspaper,0
3133,dream-0352-triplet-4,0,What property does 'San Francisco' have?,fake_sent1,What property does 'San Francisco' have?,gen,light music,how long does it take,warm,gets warm in July and August,3
3368,dream-0434-triplet-5,0,What is 'laptop computer' used for?,fake_sent1,What is 'laptop computer' used for?,gen,supporting me,playing video games,eraser,calculator,1
182,daily-dialogue-1099-triplet-7,0,What is implied by 'wild part of the national forest'?,fake_sent1,What is implied by 'wild part of the national forest'?,gen,pretty far away from the city,been hiking,nice to get out of the city,get in touch with nature,0
1554,daily-dialogue-0161-triplet-4,0,What does 'language school' cause?,fake_sent1,What does 'language school' cause?,gen,got back from my language school,have to speak French all day,more qualified for a good job,speaking French,3
882,dream-0600-triplet-5,0,"Where is 'read some weekly publications, magazines and newspapers' located?",fake_sent1,"Where is 'read some weekly publications, magazines and newspapers' located?",gen,swimming,library,"Hi,",books,1
4010,dream-0496-triplet-14,0,What property does 'Mrs. Wong' have?,fake_sent1,What property does 'Mrs. Wong' have?,gen,Good morning,been to the doctor,love my food,Most unlike me,2
295,daily-dialogue-1184-triplet-2,0,What does 'be online' cooccur with?,fake_sent1,What does 'be online' cooccur with?,gen,plug the Ethernet cable,print something in the lobby,go to the lab,computers are free to guests,0
4175,dream-0702-triplet-4,0,What is implied by 'Not very'?,fake_sent1,What is implied by 'Not very'?,gen,serves good food at very reasonable prices,going somewhere for a light meal,don't mind going somewhere for a light meal,go,1
2005,dream-0062-triplet-5,0,What does 'bring me another bowl' cause?,fake_sent1,What does 'bring me another bowl' cause?,gen,free lunch,something in my soup,I'll get you another bowl,I won't charge you for the soup,2
1719,daily-dialogue-0444-triplet-3,0,What does 'nowhere to park' cause?,fake_sent1,What does 'nowhere to park' cause?,gen,parking ticket,be quick,parking spot,get a ticket,0
2526,daily-dialogue-3501-triplet-1,0,Which goal motivates the act/action 'making a list of food and drinks'?,fake_sent1,Which goal motivates the act/action 'making a list of food and drinks'?,gen,party,big help,See you at five .,food,0
1605,daily-dialogue-0175-triplet-10,0,What is 'unemployment insurance being deducted from your paycheck' a manner of?,fake_sent1,What is 'unemployment insurance being deducted from your paycheck' a manner of?,gen,still working,deducted from your paycheck,not working,pay into unemployment insurance,3
441,dream-0195-triplet-5,0,What is 'take better care of yourself' obstructed by?,fake_sent1,What is 'take better care of yourself' obstructed by?,gen,stay in bed,studying too much,do,feeling dizzy,1
2673,dream-0111-triplet-2,0,What happens after 'training'?,fake_sent1,What happens after 'training'?,gen,very much.,went to the nursing college,training,be a gym teacher,3
620,dream-0258-triplet-2,0,What happens after 'the truck hit the taxi'?,fake_sent1,What happens after 'the truck hit the taxi'?,gen,standing outside my house,called the police,remember,truck hit the taxi,1
3868,dream-0466-triplet-2,0,What does 'computers break down' cause?,fake_sent1,What does 'computers break down' cause?,gen,delay,ticket office closes,are you waiting to buy the concert tickets,run out of tickets,0
2332,mutual-1053-triplet-2,0,What is 'get chinese food wongs'?,fake_sent1,What is 'get chinese food wongs'?,gen,anything to eat,frozen pizza,food,take out,3
603,dream-0253-triplet-6,0,What desire is caused by 'they might have difficulty in moving around'?,fake_sent1,What desire is caused by 'they might have difficulty in moving around'?,gen,take a few days off,expect me to be there,culture,tourists,1
1661,daily-dialogue-0396-triplet-4,0,What does 'proud I am of you' cause?,fake_sent1,What does 'proud I am of you' cause?,gen,great confidence in you,means a lot,means a lot to me,shown us that you are prepared to take on the adult world,2
596,dream-0251-triplet-7,0,What does 'camped in the mountains' cause?,fake_sent1,What does 'camped in the mountains' cause?,gen,cooked all our meals over an open fire,had a great time,some friends went along with us,camped in the mountains,0
1260,daily-dialogue-0048-triplet-2,0,What is 'potatoes' used for?,fake_sent1,What is 'potatoes' used for?,gen,dinner,making,chicken,cook,3
2783,dream-0136-triplet-2,0,What is 'want a reservation' obstructed by?,fake_sent1,What is 'want a reservation' obstructed by?,gen,prefer Chinese dishes,haven't got the section left,smoking section,non-smoking,1
1069,mutual-0282-triplet-2,0,What property does 'bed' have?,fake_sent1,What property does 'bed' have?,gen,uncomfortable,control it yourself,controller,i do n't know how to use it,2
298,daily-dialogue-1184-triplet-5,0,What is 'printer' capable of?,fake_sent1,What is 'printer' capable of?,gen,Great,get online,print something,computer,2
258,daily-dialogue-1166-triplet-7,0,Which goal motivates the act/action 'studying'?,fake_sent1,Which goal motivates the act/action 'studying'?,gen,pass it the first time,the test,do well,taken the written test,2
1530,daily-dialogue-0151-triplet-1,0,What does 'iron is still on' cause?,fake_sent1,What does 'iron is still on' cause?,gen,big hole,turn it off,sorry,Look,0
1431,daily-dialogue-0118-triplet-2,0,What is 'Coffee'?,fake_sent1,What is 'Coffee'?,gen,drink,local specialties,take it,menu,0
4068,dream-0507-triplet-2,0,What is implied by 'have to walk up and down hills when you go anywhere'?,fake_sent1,What is implied by 'have to walk up and down hills when you go anywhere'?,gen,have to walk up and down hills,have to drive,car needs good brakes,been to San Francisco,2
3392,dream-0447-triplet-4,0,What prerequisite does 'reporter to travel all over the world and write adventure articles' have?,fake_sent1,What prerequisite does 'reporter to travel all over the world and write adventure articles' have?,gen,police read the articles,written an adventure article,sold articles,articles,1
1393,daily-dialogue-0104-triplet-3,0,What is 'PCC'?,fake_sent1,What is 'PCC'?,gen,first year in college,PCC is better,school,better,2
644,dream-0261-triplet-6,0,What is 'a car or a truck' used for?,fake_sent1,What is 'a car or a truck' used for?,gen,can't have been here long,got out of the bathroom window,carrying the television,toy is broken,2
2093,mutual-0011-triplet-2,0,What is 'focus' obstructed by?,fake_sent1,What is 'focus' obstructed by?,gen,ad that appears suddenly on my computer screen,$ 1 per month .,not that expensive,afford to buy some fancy $ 10 software,0
3992,dream-0495-triplet-19,0,When does 'Jerry was in Edinburgh' happen?,fake_sent1,When does 'Jerry was in Edinburgh' happen?,gen,get married,buying the land and building the house,last Saturday,get a good pension,2
45,daily-dialogue-1015-triplet-3,0,What prerequisite does 'deposit' have?,fake_sent1,What prerequisite does 'deposit' have?,gen,cash,Good morning,Wait a moment,deposit 1000 Yuan in my bank account,0
3513,dream-0820-triplet-1,0,What is 'Laughter'?,fake_sent1,What is 'Laughter'?,gen,learn to laugh,good medicine,program,a good medicine,3
1658,daily-dialogue-0396-triplet-1,0,What is implied by 'take to school with you'?,fake_sent1,What is implied by 'take to school with you'?,gen,Thanks,getting mush on me,leaving parents,she is going to miss you something awful,2
3121,dream-0350-triplet-3,0,What property does 'Most computers' have?,fake_sent1,What property does 'Most computers' have?,gen,smaller,small,worked faster,do a lot of work,1
492,dream-0222-triplet-4,0,What does 'friend arriving late' cause?,fake_sent1,What does 'friend arriving late' cause?,gen,going to be late for tonight's party,traffic is very heavy,How about black?,late for tonight's party,0
1871,dream-0030-triplet-3,0,What is implied by 'manage tomorrow'?,fake_sent1,What is implied by 'manage tomorrow'?,gen,manage,all right,tomorrow is free,clinic closed,2
3273,dream-0381-triplet-3,0,What is 'type this letter' obstructed by?,fake_sent1,What is 'type this letter' obstructed by?,gen,going to night school,thinking about taking a course,studying for an exam,She's studying for an exam,3
2850,dream-0150-triplet-1,0,What property does 'been very successful as a dancer' have?,fake_sent1,What property does 'been very successful as a dancer' have?,gen,exciting,left my position,wonderful,No,0
3804,dream-0882-triplet-1,0,What property does 'Alaska' have?,fake_sent1,What property does 'Alaska' have?,gen,so sunny,exposed to the sun,it's dark,interesting,0
1333,daily-dialogue-0077-triplet-2,0,What is 'in better condition'?,fake_sent1,What is 'in better condition'?,gen,How long,change,?,tiring,1
3008,dream-0311-triplet-1,0,Where is 'menu' located?,fake_sent1,Where is 'menu' located?,gen,delicious,for you,Restaurant,food ready,2
3782,dream-0877-triplet-7,0,What desire is caused by 'Someone's stolen some of my valuables'?,fake_sent1,What desire is caused by 'Someone's stolen some of my valuables'?,gen,missing,call the duty manager,can't be held responsible,see the manager,3
4018,dream-0497-triplet-2,0,What does 'left it on a bus' cause?,fake_sent1,What does 'left it on a bus' cause?,gen,keep your ears warm,very nice coat,your name and your telephone number,lost my coat,3
2009,dream-0062-triplet-9,0,What does 'something in my soup' cause?,fake_sent1,What does 'something in my soup' cause?,gen,Good.,get you another bowl,very sorry,I'm very sorry this happened,3
2191,mutual-0069-triplet-1,0,What prerequisite does 'singing contest' have?,fake_sent1,What prerequisite does 'singing contest' have?,gen,nervous,school singing contest,a whole bunch of other people,great voice,3
3823,dream-0885-triplet-4,0,What is 'steals their money' obstructed by?,fake_sent1,What is 'steals their money' obstructed by?,gen,work,never let anyone like that in,have an appointment,stole the whole lot,1
3830,dream-0451-triplet-7,0,What does 'grandparents would be very happy to see you' cause?,fake_sent1,What does 'grandparents would be very happy to see you' cause?,gen,doubt,go back to my hometown,learn to do some farming,very kind people,0
3177,dream-0358-triplet-5,0,What does 'plenty of fresh air' cause?,fake_sent1,What does 'plenty of fresh air' cause?,gen,"a lot of study, and then working all sorts of hours",money's not bad,like my job,get more information,2
598,dream-0253-triplet-1,0,What desire is caused by 'parents are coming over to visit'?,fake_sent1,What desire is caused by 'parents are coming over to visit'?,gen,take maybe just two days off,take a few days off,get all of the materials,culture,1
202,daily-dialogue-1139-triplet-6,0,Where is 'tangerines' located?,fake_sent1,Where is 'tangerines' located?,gen,in stock,fruit store,sweet,Anything,1
212,daily-dialogue-1147-triplet-4,0,Where is 'robbery' located?,fake_sent1,Where is 'robbery' located?,gen,robbery,leave,real,bank,3
3490,dream-0815-triplet-4,0,What desire is caused by 'stress'?,fake_sent1,What desire is caused by 'stress'?,gen,worry about you,find a job,get a patch,smoking,3
4001,dream-0496-triplet-5,0,What property does 'Mrs. Wong' have?,fake_sent1,What property does 'Mrs. Wong' have?,gen,haven't been out,nothing serious,fresh air,don't look very well,3
2774,dream-0129-triplet-9,0,What property does 'travel by train' have?,fake_sent1,What property does 'travel by train' have?,gen,travel,How can I travel,see my parents,fast,3
3769,dream-0876-triplet-2,0,What does 'he was too tired' cause?,fake_sent1,What does 'he was too tired' cause?,gen,hardly been in Germany a month,Neither John nor I have a gift for language,John sleeping in the chair,don't really need to learn German,2
2864,dream-0151-triplet-8,0,Which goal motivates the act/action 'staying here'?,fake_sent1,Which goal motivates the act/action 'staying here'?,gen,When will you leave for home,work at his uncle's institution,work,work without payment,2
4206,mutual-0215-triplet-1,0,What does 'feel sick and coughed a lot at night' cause?,fake_sent1,What does 'feel sick and coughed a lot at night' cause?,gen,be back to the company,my doctor wanted me to have a rest,ca n't be in today and tomorrow,good .,2
1499,daily-dialogue-0145-triplet-5,0,What prerequisite does 'shower' have?,fake_sent1,What prerequisite does 'shower' have?,gen,Be careful,heater,getting cold,hot water,3
4209,mutual-0217-triplet-1,0,What desire is caused by 'this one is n't clean'?,fake_sent1,What desire is caused by 'this one is n't clean'?,gen,hand me another spoon,soup,wait,wo n't need,0
3283,dream-0389-triplet-3,0,What property does 'legal' have?,fake_sent1,What property does 'legal' have?,gen,acting juvenile,planted that tree,city code and law,branches,2
2613,dream-0088-triplet-3,0,What property does 'art gallery' have?,fake_sent1,What property does 'art gallery' have?,gen,Who is opening it,it,big,Quite big,3
2026,dream-0066-triplet-1,0,Which goal motivates the act/action 'waiting'?,fake_sent1,Which goal motivates the act/action 'waiting'?,gen,Have you been here long?,buy today's film tickets,moved forward a total about 3 feet,lunch,1
1053,mutual-0279-triplet-4,0,What does 'so much to get ready' cause?,fake_sent1,What does 'so much to get ready' cause?,gen,someone coming,very busy,my friends are coming over,taught mary and me,1
1322,daily-dialogue-0075-triplet-1,0,What is an antonym of 'busy'?,fake_sent1,What is an antonym of 'busy'?,gen,Good idea,free,No .,fourteenth in the morning,1
1908,dream-0037-triplet-4,0,What is 'go back to school' obstructed by?,fake_sent1,What is 'go back to school' obstructed by?,gen,avoid sports,ball,injury,rest your leg for 48 hours,3
1039,mutual-0275-triplet-4,0,Where is 'restaurant' located?,fake_sent1,Where is 'restaurant' located?,gen,dinner,johnny had his own place to play,restaurant,i could n't live without this little thing,0
2221,mutual-0096-triplet-5,0,What property does 'traveling' have?,fake_sent1,What property does 'traveling' have?,gen,expensive,spend more than 100 pounds,go to a university,ask you a few questions,0
1110,mutual-0295-triplet-3,0,What does 'i was just looking out the window' cause?,fake_sent1,What does 'i was just looking out the window' cause?,gen,had the phone up to your ear,talking,in my mirror,did n't see you stop,3
36,daily-dialogue-1013-triplet-3,0,What prerequisite does 'haircut' have?,fake_sent1,What prerequisite does 'haircut' have?,gen,haircut,sideburns,welcome,Tilt your head,3
3293,dream-0393-triplet-1,0,What is implied by 'hardly a cloud in the sky'?,fake_sent1,What is implied by 'hardly a cloud in the sky'?,gen,dry day,watch the weather forecast,heat wave,very hot,0
4145,dream-0009-triplet-5,0,What prerequisite does 'driving' have?,fake_sent1,What prerequisite does 'driving' have?,gen,working evenings,selling children's books,job in sales,driver's license,3
1890,dream-0035-triplet-1,0,What does 'it won't be on video till next year' cause?,fake_sent1,What does 'it won't be on video till next year' cause?,gen,wasn't really what I expected,wait that long,can't wait that long,seeing it at home,1
2090,mutual-0010-triplet-7,0,What does 'love going to pop concerts' cause?,fake_sent1,What does 'love going to pop concerts' cause?,gen,anything wrong with your phone,like doing besides going to exhibitions,went to tylor swift concert,i ca n't afford to go to concerts,2
1822,dream-0014-triplet-11,0,What is 'do it today' obstructed by?,fake_sent1,What is 'do it today' obstructed by?,gen,typing a literature paper,my uncle's house,have the party,our professor said she wouldn't accept any late papers,3
3480,dream-0813-triplet-8,0,What does 'The service here has been terrible' cause?,fake_sent1,What does 'The service here has been terrible' cause?,gen,disappointed,wait twenty minutes for a glass of mineral water,apologize,My husband asked for goose and he was brought chicken,0
50,daily-dialogue-1016-triplet-4,0,What prerequisite does 'let you pass' have?,fake_sent1,What prerequisite does 'let you pass' have?,gen,boarding pass,passport,Gee,creating a commotion,0
4169,dream-0701-triplet-5,0,What does 'My father travels a lot to many countries' cause?,fake_sent1,What does 'My father travels a lot to many countries' cause?,gen,My mother will be living alone,decline this offer,very considerate,Nobody to take care of her,3
2674,dream-0111-triplet-3,0,What property does 'training' have?,fake_sent1,What property does 'training' have?,gen,equipment,no regrets,?,expensive,3
3189,dream-0361-triplet-2,0,What does 'Some awful driver hit the back wheel of my bicycle' cause?,fake_sent1,What does 'Some awful driver hit the back wheel of my bicycle' cause?,gen,I'm fine,sent me onto the pavement,almost killed,that,1
1021,mutual-0258-triplet-6,0,Which goal motivates the act/action 'rushed back to the shop'?,fake_sent1,Which goal motivates the act/action 'rushed back to the shop'?,gen,pick up biggie,find purse and passport,her bag was open,could n't find them,1
2147,mutual-0032-triplet-2,0,Which goal motivates the act/action 'going to brazil'?,fake_sent1,Which goal motivates the act/action 'going to brazil'?,gen,going there for a vacation,the world cup is already over,like brazil,brazil,2
1673,daily-dialogue-0399-triplet-1,0,What property does 'yard work' have?,fake_sent1,What property does 'yard work' have?,gen,Jeans and a tee shirt,get ready,put them in the car,fun,3
2021,dream-0064-triplet-4,0,What is implied by 'my nephew is 8 years old now'?,fake_sent1,What is implied by 'my nephew is 8 years old now'?,gen,toys,familiar with the toys for children,looking for a job,How soon,1
3083,dream-0335-triplet-4,0,What desire is caused by 'working a lot'?,fake_sent1,What desire is caused by 'working a lot'?,gen,work,rest for a few days,in the middle of some important business,two weeks,1
3518,dream-0820-triplet-6,0,What property does 'laughing' have?,fake_sent1,What property does 'laughing' have?,gen,can't tell the difference,requires no special exercise equipment or skill,program,scientifically proven,1
1963,dream-0047-triplet-7,0,What is 'take your camera' obstructed by?,fake_sent1,What is 'take your camera' obstructed by?,gen,leg hasn't completely recovered from that accident,Mary has got one,no,lent it to Tom,3
2744,dream-0122-triplet-2,0,What happens after 'lunch'?,fake_sent1,What happens after 'lunch'?,gen,lunch,eat too quickly,having bad stomach pains,After meals,2
1540,daily-dialogue-0154-triplet-5,0,What does 'forget what day' cause?,fake_sent1,What does 'forget what day' cause?,gen,get high marks in the exam,Haha,pulling my leg all along,forget what day it is today,2
973,dream-0606-triplet-5,0,What is 'walking' a manner of?,fake_sent1,What is 'walking' a manner of?,gen,gym,playing baseball,exercise,stay in shape,2
2533,daily-dialogue-3503-triplet-3,0,What does 'going to her in-law's house' cause?,fake_sent1,What does 'going to her in-law's house' cause?,gen,get what I asked for,can't make it,wake up early,go to church on Christmas Eve,1
4011,dream-0496-triplet-15,0,What does 'feeling a bit under the weather' cause?,fake_sent1,What does 'feeling a bit under the weather' cause?,gen,everything alright,haven't been eating,lost weight,haven't felt cooking,3
2799,dream-0139-triplet-2,0,What is implied by 'see you at your hotel'?,fake_sent1,What is implied by 'see you at your hotel'?,gen,almost forgot,speaking,later,you were coming to our city,3
